,reviews,rating,reivew_time
622,"Tables down stairs so small but they expect you to eat normally, high tables so small my meal fell on the floor as there is no space to move .... tattinger cooler that was available on the soft opening was not available for real ....",3,2 years ago
623,"Great views, food is average",3,a year ago
624,"Went for drinks last night & loved it so much we went back for lunch today 💕 Food is fabulous, the views are amazing, the atmosphere is great & the cocktails are exceptionally good 😊 I highly recommend it.",5,3 years ago
625,Incredible views across London!,5,a year ago
626,Nice roof top,4,a year ago
627,Great cocktails and outstanding view.,5,2 years ago
628,"Rooftop bar is lovely, with great view of canary wharf and city, Do make sure you book this place in advance to avoid any disappointment as it could get busier and difficult to find a place to sit.",5,2 years ago
629,"Great view, food excellent",4,a year ago
630,"Wonderful, as always.",5,a year ago
631,expensive an understatement over £50 for 4 drinks lol great views of the roof terrace when it's open,3,2 years ago
632,Very beautiful roof top bar and restaurant. Food is way overpriced though..,5,2 years ago
633,Everything was great but the live music was too loud (which we didn't come for) and our table upstairs was not cleaned.,4,a year ago
634,"It's ok. Food from the bar, average",3,a year ago
635,"great place, good service, good view",4,a year ago
636,Awesome!!!,5,2 months ago
637,"Interesting food, phenomenal view of the city!",5,2 years ago
638,Great place for a drink,5,a year ago
639,Nice venue...!,4,a year ago
640,"Wow, what a view!!!",5,a month ago
641,Very good views of London,5,a year ago
642,"Good cocktails, great views of London.",5,2 years ago
643,Amazing view over London,5,a year ago
644,Decent food restaurants with a view,5,2 years ago
645,Brilliant!,5,9 months ago
646,"Good burger, but really overpriced",3,a year ago
647,"Overpriced, but nice views",3,a year ago
648,lovely food and views!,5,2 years ago
649,"Excellent view, beautifully prepared food.",5,2 years ago
650,It's cream.,5,10 months ago
651,"Great views, service and champagne.",5,2 years ago
652,Superb place!!! Great view and excellent service!!!,5,2 years ago
653,Splendid,5,9 months ago
654,Tasty dinner.,4,a year ago
655,Breath taking views,5,a year ago
656,Excellent view of canary wharf,4,2 years ago
657,"Service has gone down hill since opening, what a shame",2,2 years ago
658,Sorry,5,3 months ago
659,Fantastic view and.... That's it.,3,2 years ago
660,Amazing view!,4,a year ago
661,"Nice place, bad service",2,2 years ago
662,Amazing view.,5,2 years ago
663,What a sight,5,6 months ago
664,Super !,5,5 months ago
665,"View, cocktails, food, roof terrace",5,2 years ago
666,Amazing views,5,a year ago
667,Great atmosphere in the evening,5,2 years ago
668,Amazing view.,5,2 years ago
669,Amazing Views,5,a year ago
670,Very nice views!,5,2 years ago
671,Amazing views and delicious food,5,2 years ago
672,Very nice,5,a year ago
673,Awesome view,5,a year ago
674,Amazing views!!!!,5,8 months ago
675,"Amazing view, reasonable prices.",5,2 years ago
676,Amazing views and excellent food,5,2 years ago
677,the view,5,7 months ago
678,Amazing!!!,5,9 months ago
679,No bitter,2,9 months ago
680,Spectacular,5,11 months ago
681,Superb,5,a year ago
682,Amazing view,5,a year ago
683,Awesome experienced,5,a year ago
684,Nice view!,5,a year ago
685,Excellent rooftop,5,a year ago
686,Beautiful!,5,a year ago
687,Worth going,5,a year ago
688,Fantastic views,5,a year ago
689,"Just amazing, speechless",5,a year ago
690,Grate experience!!,5,a year ago
691,Amazing,5,a year ago
692,Ok,5,a year ago
693,Prefect place,5,a year ago
694,View is priceless,5,a year ago
695,Nice view.,1,a year ago
696,Lovely,5,a year ago
697,Too overated and overpriced,4,2 years ago
698,Class,4,2 years ago
699,Super,5,2 years ago
700,Amazing view of London City,5,2 years ago
701,Been here many times as we live locally horrible woman Julia should not be working front of house very rude bad service and to be honest for what your paying better go to rumpus room at Mondrian,1,2 years ago
702,Nice views!,4,2 years ago
703,Splendid view.,5,2 years ago
704,Not allowed to smoke on the rooftop! What's that about?,3,2 years ago
705,"Great views, comfy ambience",5,2 years ago
706,Beautiful views and interior,5,2 years ago
707,View!,5,2 years ago
708,Amazing views,5,2 years ago
709,Nice view and vibe,5,2 years ago
710,Impressive,4,2 years ago
711,The views are amazing,5,2 years ago
712,Poor service,3,2 years ago
713,You pay double the price of a cocktail because of the view and pay service charge on cocktails. Average price for a standard cocktail is £12,3,2 years ago
714,"Loved it, great views across London",5,2 years ago
715,Amazing views !!!!,5,2 years ago
716,Wow,5,2 years ago
717,Wonderful views a great bar but a bit on the pricey side,4,22 hours ago
718,"Brilliant place with fantastic views, great service and prices which are not too high!",5,a day ago
719,Amazing view! A different view! If you visit London you have not to miss this place! I will visit you again ☺️☺️,5,23 hours ago
720,(Translated by Google) Waiting for 30 minutes at the bar is far too long. Tables hardly present. The view is good ... the rest can be forgotten. (Original) 30 Minuten an der Bar anstehen ist viel zu lange. Bedienungen für Tische kaum anwesend. Die Aussicht ist gut...der Rest kann man vergessen.,1,a month ago
721,"(Translated by Google) A beautiful and wonderful place that deserves to be visited and experimented especially for the grooms and provides a beautiful view of the plastic area, especially the outside terrace located in the 39th floor (Original) مكان جميل ورائع يستحق الزيار والتجربة خصوصا للعرسان ويوفر اطلالة جميلة على لدن خصوصا الالتراس الخارجي الموجود بالدور ٣٩",5,a week ago
722,"(Translated by Google) If you want to enjoy the rooftop cheaply in London, this is a great secret. (However, if you don't expect customers and don't eat food.) (Original) 安くロンドンでルーフトップを満喫したいなら、ここは結構な穴場�?（ただし、接客には期待せず、料理も食べないならの話。）",3,a week ago
723,"(Translated by Google) Traveling with my wife, I wanted to book this restaurant. The view is indeed superb especially when the sun goes down. Regarding the meal, we had crab: pretty plate, pretty good but limited amount. In the main course, we had risotto and pigeon. If the plate with the pigeon was good, the risotto was £ 28 when it was much less controlled, tiny portion for the price but mostly bland and bathed in a juice equally bland. Given the prices, we expected better, dozens of French restaurants that we frequent from time to time serve equally good dishes. We would have liked to have more appreciation when we finished our meal and the waiter pretended not to see us favoring new customers and also no gesture of contempt when we asked for non-alcoholic beer. What we have not managed to do. Our waitress was nonetheless very friendly and attentive. Although the view is beautiful, I will not return to this restaurant. (Original) En voyage avec ma conjointe, j'ai voulu lui réserver ce restaurant. La vue est effectivement superbe notamment lorsque le soleil se couche. Concernant le repas, nous avions pris du crabe : jolie assiette, plutôt bonne mais quantité limite. En plat de résistance, nous avions pris risotto et pigeon. Si l assiette avec le pigeon était bonne, le risotto a 28£ quand à lui était beaucoup moins maîtrisé, portion minuscule pour le prix mais surtout fade et baigné dans un jus tout aussi fade. Compte tenu des prix pratiqués, nous nous attendions à meilleur, des dizaines de restaurant français que nous fréquentons de temps à autres servent des plats tout aussi bons. Nous aurions également aimé avoir plus d estime quand nous avions fini notre repas et que le serveur faisait semblant de ne pas nous voir privilégiant les nouveaux clients et également pas de geste de mépris lorsque nous avons demandé de la bière sans alcool. Ce que nous n avons d'ailleurs pas réussi à avoir. Notre serveuse était néanmoins très sympathique et à l'écoute. Bien que la vue soit magnifique, je ne reviendrai pas dans ce restaurant.",3,6 months ago
724,"(Translated by Google) I had a cup of coffee, but the view is good, it adds flavor and the atmosphere is really good ~ ^^ (Original) 맥두한잔 했었는데, 경치가 좋아 맛을 더해주고 분위�?정말 좋네요~^^",5,2 months ago
725,"(Translated by Google) Wowow really beautiful place and maybe not so popular with tourists. Why? Because it is not in the London center but in another neighborhood, Cutty sark which can only be reached by public transport. A neighborhood that for a moment makes you forget about being in London. To enjoy a crazy view, all you have to do is go up to the top floor of the building that houses the Bōkan 38. You can easily order food and drink, as the prices are the same as in London (Original) Wowow posto davvero bellissimo e forse non così gettonato dai turisti. Perché? Perché non si trova in London center ma in un altro quartiere, Cutty sark raggiungibile solo con i mezzi. Un quartiere che per un attimo ti fa scordare di essere a Londra. Per godere di una visuale pazzesca basta salire all'ultimo piano dell'edificio che ospita il Bōkan 38. Puoi ordinare tranquillamente da mangiare e da bere, poiché i prezzi sono identici a quelli di londra",5,9 months ago
726,(Translated by Google) To discover in the evening with an extraordinary view of London (Original) A découvrir le soir avec une vue extraordinaire sur Londres,5,3 weeks ago
727,"(Translated by Google) The scenery is very good. After taking the elevator to the bar on the 28th floor, you can take the small staircase to the restaurant on the 27th floor and the open-air bar on the 29th floor. The restaurant on the 27th floor has a good environment, but the menu is small and there is nothing to order. The dishes are very delicate, but the taste is just like (Original) 风景非常好。坐电梯�?8楼的bar之后之后可以走小楼梯�?7楼的餐厅�?9楼的露天酒吧�?7楼餐厅的环境不错，但是菜单很小，没什么东西可以点的。菜品做的很精致，但是味道一般般",4,8 months ago
728,"(Translated by Google) London view breathtaking. Nice atmosphere and cozy. Wide choice of cocktails. Very busy on weekends, a little out of the way from central London and not much to spend the evening nearby. I recommend! (Original) Vue sur Londres à couper le souffle. Ambiance sympas et cosy. Large choix de cocktails. Très fréquenté en week-end, un peu excentré du centre de Londres et pas grand chose où passer la soirée à proximité. Je recommande!",4,4 months ago
729,"(Translated by Google) Wonderful 360 ° view from the 37th, 38th and 39th floor of the Novotel Hotel at Canary Wharf. An outstanding view from the breakfast table !! (Original) Wonderful 360° view from the 37th, 38th and 39th Floor of the Novotel Hotel at Canary Wharf. Ein herausragender Ausblick vom Frühstückstisch!!",5,4 months ago
730,"(Translated by Google) Warm welcome, very friendly staff. The excellent food and the beautiful surroundings, the 37th floor the view is breathtaking ... even toilets. To do absolutely. (Original) Accueil chaleureux, personnel très sympathique. La nourriture excellente et le cadre magnifique, du 37e étage la vue est imprenable... même des toilettes😀. A faire absolument.",5,7 months ago
731,(Translated by Google) Good food (Original) Dobre jedzenie,5,2 months ago
732,(Translated by Google) London at your feet. PERFECT !! (Original) Το Λονδίνο στα πόδια σου. ΤΈΛΕΙΟ!!,5,4 months ago
733,(Translated by Google) Great atmosphere with a great view of London! Recommended! (Original) Super Ambiente mit genialer Aussicht auf London! Empfehlenswert !,5,5 months ago
734,"(Translated by Google) Hotel bar Rooftop 360 degree panoramic views of all of London where almost, ideal for a long drink with friends, couple or solo. Nice surprise, warm and friendly welcome despite a trendy atmosphere, it's nice! Very nice cocktail menu, international wines, untested snack card. Excellent cocktails, service a little messy, even if you come to relax, the wait was a bit long. (Original) Bar d'hôtel Rooftop 360 degrés panoramique vue sur tout Londres où presque , idéal pour un long apéro entre amis , couple ou solo . Belle surprise , accueil sympa et chaleureux malgré une ambiance branchée, ça fait plaisir ! Très belle carte des cocktails, vins internationaux, carte de snack non testée. Excellents cocktails, service un peu brouillon , même si l'on vient pour se détendre, l' attente fût un peu longuet .",4,10 months ago
735,(Translated by Google) The seen and beautiful but the service not good (Original) La vu et magnifique mais le service pas bien,3,5 months ago
736,(Translated by Google) Spen (Original) Spen,4,6 days ago
737,"(Translated by Google) One of my favorites rooftop in London. The view is amazing. The cocktails are not bad with a price not too expensive (compared to the place). Having been this summer as well, there was a great atmosphere thanks to an artist on site. In the top. (Original) Un de mes favoris rooftop à Londres. La vue est incroyable. Les cocktails sont pas mal avec un prix pas trop cher (par rapport à l'endroit). Ayant été cet été également, il y avait une super ambiance grâce a un artiste sur place. Au top.",4,11 months ago
738,(Translated by Google) AWESOME PLACE FOR ONE COFFEE (Original) СТРАХОТНО МЯСТО ЗА ЕДНО КАФЕНЦЕ,5,4 months ago
739,"(Translated by Google) Highly recommended, good food and incredible views. (Original) Muy recomendable, buena comida y vistas increíbles.",5,4 months ago
740,(Translated by Google) Great views and cocktails (Original) Tolle Aussicht und Cocktails,5,a month ago
741,(Translated by Google) Great view good food (Original) Vista ottima buoni cibi,5,2 months ago
742,(Translated by Google) Spectacular views And a cosmopolitan atmosphere. Very good beer (Original) Unas vistas expectaculares. Y un ambiente cosmopolita. Muy buena cerveza,5,11 months ago
743,"(Translated by Google) Spectacular views of the city, the price obviously goes according to such benefits. I am struck by the fact that contact-less can not be paid. The staff is excessively aware of the movements. (Original) Vistas espectaculares de la ciudad, el precio obviamente va acorde a tales prestaciones. Me llamo la atención que no se pueda pagar contact-less. El personal está excesivamente pendiente de los movimientos.",4,10 months ago
744,(Translated by Google) It is worth visiting (Original) Αξίζει να το επισκεφθείς,5,a month ago
745,"(Translated by Google) Eat while admiring the view of London. On weekends, you can see a drink against the background of live music (Original) Manger en admirant la vue de Londres. Le week-end, on y voit un verre sur fond de live music",4,10 months ago
746,(Translated by Google) Excellent place. Spectacular view. Very well presented dishes. Sommelier very friendly. Kitchen very well prepared. Clean neatness. (Original) Excelente lugar. Vista espectacular. Platos muy bien presentados. Sommelier muy amable. Cocina muy bien elaborada. Limpieza pulcra.,5,a year ago
747,(Translated by Google) The environment is full of times and is definitely one of the best choices for London's night scene. (Original) 環境充滿時代氣色，絕對是London夜景的其中一個好選擇�?4,a year ago,
748,"(Translated by Google) Perfect restaurant. Great view. Small but really good card. (Alternately). Excellent wine selection. The best part of our stays (breakfast and dinner) was the staff. Very attentive and friendly. Thanks to the whole team and especially ""Jerome"" and ""Chef Aurelie"" for the great service and the excellent food. (Original) Perfektes Restaurant. Super Aussicht. Kleine aber wirklich sehr gute Karte. (Wechselnd). Hervorragende Weinauswahl. Das Beste bei unseren Aufenthalten (Frühstück und Abendessen) war das Personal. Sehr aufmerksam und freundlich. Danke an das ganze Team und besonders “Jerome�?und “Chef Aurelie�?für die Super Bedienung und das exzellente Essen.",5,a year ago
749,(Translated by Google) Friendly on top (Original) Simpático on top,5,4 months ago
750,(Translated by Google) The view is exceptional. I hesitated with the shard But I do not regret. From here we see all. And the value for money is very correct. (Original) La vue est exceptionnel. J'ai hésité avec le shard Mais je ne regrette pas. D'ici on voit tous. Et le rapport qualité prix est très correct.,5,a year ago
751,(Translated by Google) Absolute Inso tip (Original) Absoluter Insodertip,5,5 months ago
752,"(Translated by Google) Great view, but really expensive. Half the baguette struck at 10 GBP, but did not even taste it. (Original) Tolle Aussicht, aber wirklich teuer da. Das halbe Baguette schlug mit 10 GBP zu buche, hat aber nicht mal geschmeckt.",3,a year ago
753,(Translated by Google) Great view of London. The food we received was really good and the staff pleasant. (Original) Fantastisk utsikt över London. Den mat vi fick var riktigt god och personalen trevlig.,5,a year ago
754,(Translated by Google) Cute! (Original) Lindo!,5,4 months ago
755,"(Translated by Google) After a long day to advise top, good atmosphere (Original) Après une longue journée à conseiller top , bonne ambiance",5,8 months ago
756,(Translated by Google) very unique environment with spectacular views. The dish prepared with care and IL very kind and helpful. It's worth going and definitely also will recommend to friends. (Original) Ambiente molto particolare con una vista spettacolare. I piatto preparati con cura e IL personale molto gentile e disponibile. Vale la pena andarci e sicuramente lo consiglierò anche ai miei amici.,4,2 years ago
757,(Translated by Google) Very nice view on the 38th floor .. you eat very well and are very kind .. (Original) Molto affascinante la vista al 38esimo piano..si mangia benissimo e sono molto gentili..,4,a year ago
758,"(Translated by Google) Great view, great service, good food. (Original) Fantastisk udsigt, god betjening, god mad.",5,a year ago
759,(Translated by Google) That's a great view (Original) Das ist eine super Aussicht,5,6 months ago
760,"(Translated by Google) If you want to enjoy a beautiful evening, with a view to dream, and a meal that breaks with the myth of bad eating in London, do not doubt this is your place ... (Original) Si quieres disfrutar de una hermosa velada, con una vistas para soñar, y una comida que rompe con el mito del mal comer de Londres, no lo dudes este es tu lugar...",5,a year ago
761,(Translated by Google) Exceptional experience! (Original) Exceptional expérience !,5,7 months ago
762,"(Translated by Google) Evening, the beverage supply is a disaster (Original) Abend ist die Getränkeversorgung eine Katastrophe",2,6 months ago
763,(Translated by Google) Excellent original dishes table with a nice touch of femininity and a warm welcome (Original) Excellente table plats originaux avec un belle touche de féminité et un accueil chaleureux,5,a year ago
764,"(Translated by Google) Excellent address, quality food, a very festive atmosphere and an extra view of London. To do imperatively. (Original) Excellente adresse, plat de qualité, une ambiance très festive et une vue extra sur Londres. A faire impérativement.",5,a year ago
765,(Translated by Google) Fantastic pizza and quite peaceful place. (Original) Pizza fantastica e luogo piuttosto tranquillo.,5,a year ago
766,(Translated by Google) Poly orea (Original) Poli orea,5,a year ago
767,(Translated by Google) Top with fantastic views (Original) Top mit fantastischer Aussicht,5,a year ago
768,(Translated by Google) The view is stunning. Great food and cocktails in the bar. Reservations are recommended in any case. (Original) Der Ausblick ist einfach umwerfend. Klasse Essen und Cocktails in der Bar. Eine Reservierung ist auf jeden Fall zu empfehlen.,5,2 years ago
769,(Translated by Google) Absolute highlight. Restaurant on the 38th floor high above the Thames. High-priced restaurant in a class of its own. Without reservation you have no chance to get a table for dinner. Conclusion: early booking is worthwhile and some time for lingering and enjoy planning. Little secret Tip: The lamb racks taste delicious 😍 (Original) Absolutes Highlight. Restaurant im 38. Stock hochoben über der Themse. Hochpreisiges Restaurant der Extraklasse. Ohne Reservation hat man keine Chance einen Tisch fürs Abendessen zu erhalten. Fazit: frühzeitiges Buchen lohnt sich und einige Zeit fürs verweilen und Geniessen einplanen. Kleiner Geheim Tipp : Die Lammracks schmecken hervoragend gut 😍,5,a year ago
770,"(Translated by Google) Great view, the selection is ok, the service however rather moderate. (Original) Großartige Aussicht, die Auswahl ist ok, der Service jedoch eher mäßig.",3,11 months ago
771,"(Translated by Google) Top floor of the Novotel Palace, a trendy venue that isn't particularly expensive though. Perfect for an alternative aperitif with friends or for a couple dinner. (Original) Ultimo piano del Novotel Palace, locale trendy che però non risulta particolarmente costoso. Perfetto per un aperitivo alternativo con amici o per una cena di coppia.",5,2 years ago
772,(Translated by Google) Very worth seeing the view and friendly (Original) Sehr sehenswert der Ausblick und freundlich,4,a year ago
773,"(Translated by Google) Good burger, great view. Very nice place. (Original) Хороший бургер, отличный вид. Очень приятное место.",5,a year ago
774,(Translated by Google) Magnificent in everything! (Original) Magnifico in tutto!,5,a year ago
775,(Translated by Google) A must of London gastronomy The view as a gift !!!! (Original) Un must de la gastronomie Londonienne La vue en cadeau !!!!,5,2 years ago
776,(Translated by Google) Setting and stunning views. excellent food and friendly service! (Original) Cadre et vue magnifique. Nourriture excellente et service très sympathique !,5,2 years ago
777,"(Translated by Google) Great views of London, varied menu and quality, reasonably priced, though not cheap. I definitely recommend the place. (Original) Excelentes vistas de Londres, menú variado y de calidad, con precios razonables, aunque no barato. Definitivamente recomiendo el lugar.",5,2 years ago
778,(Translated by Google) Stunning 360 view of London (Original) Superbe vue à 360 sur Londres,5,a year ago
779,(Translated by Google) Meals and saw perfect. The servers are awesome. (Original) Repas et vu parfaite. Les serveurs sont géniaux.,5,2 years ago
780,"(Translated by Google) Brilliant view, great service, lousy tomato juice (Original) Geniale Aussicht, toller Service, lausiger Tomatensaft",4,a year ago
781,(Translated by Google) CARO BUT ... DIFFERENT. (Original) CARO PERO...DIFERENTE.,4,2 years ago
782,(Translated by Google) The restaurant is elegant and tastes delicious (Original) المطعم مكانه رايق و طعمه لذيذ,5,2 years ago
783,"(Translated by Google) Stunning views, 38th floor (Original) Impresionantes vistas, piso 38",5,5 months ago
784,(Translated by Google) A very beautiful place. (Original) Очень красивое место.,5,2 years ago
785,(Translated by Google) Good views (Original) Buenas vistas,4,2 years ago
786,(Translated by Google) All (Original) Totul,5,5 hours ago
