Restaurant Name,Price_range,Cuisine,number_of_reviews,Overall_rating,Sub_Ratings,tags,number_of_pics,number_of_5classes_ratings
Caffe Mamma,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",304,4,"[4.5, 4.5, 4.0, 4.0]","['pasta ', 'zabaglione ', 'sardines ', 'gamberi ', 'prawns ', 'sea bass ', 'potatoes ', 'halibut ', 'bread ', 'private function room ', 'italian food ', 'kew road ', 'served hot ', 'booked a table ', 'birthday lunch ', 'lovely atmosphere ', 'starters ']",31,"['161', '83', '29', '10', '15']"
Mount Everest Restaurant,££ - £££,"['Indian', 'Asian']",160,4.5,"[4.5, 4.5, 4.5, 4.5]","['curry ', 'lamb ', 'naan ', 'poppadom ', 'meat sauce ', 'nepalese dishes ', 'eating indian food ', 'visiting this restaurant ', 'large restaurant ', 'great service and food ', 'love this restaurant ', 'pleasant evening ', 'nice atmosphere ', 'nice meal ', 'booked a table ', 'sharma ', 'momo ']",37,"['110', '33', '8', '4', '5']"
Yum Sa,££ - £££,"['Fusion', 'Vegetarian Friendly', 'Vegan Options']",299,4.5,"[4.5, 4.5, 4.5]","['brunch ', 'pad thai ', 'chicken green curry ', 'coconut ice cream ', 'gyoza ', 'som tam ', 'spring rolls ', 'paella ', 'dim sum ', 'curries ', 'king prawns ', 'guacamole ', 'venison ', 'cake ', 'crab ', 'east putney ', 'meditation room ']",295,"['231', '32', '13', '6', '7']"
The Gojk,££ - £££,"['Fusion', 'International', 'Vegetarian Friendly']",118,5,"[5.0, 5.0, 4.5]","['cod fritters ', 'gravlax ', 'duck breast ', 'steak ', 'mango ', 'ribs ', 'panna cotta ', 'potatoes ', 'earls court ', 'friendly chef ', 'food is absolutely delicious ', 'amazing dinner ', 'table downstairs ', 'nice setting ', 'great restaurant ', 'interesting menu ', 'last night ']",105,"['92', '6', '1', '1', '0']"
The Railway,££ - £££,['British'],295,4,"[4.0, 4.0, 4.0, 4.0]","['sunday roast ', 'steak ', 'scotch egg ', 'parsnips ', 'salad ', 'pork ', 'fish and chips ', 'yorkshire pudding ', 'bread ', 'cake ', 'teddington station ', 'the pub ', 'express lunch ', 'sharing board ', 'space upstairs ', 'selection of beers ', 'thursday night ']",76,"['164', '75', '19', '17', '18']"
Apatura Turkish BBQ Restaurant & Bar,££ - £££,['Turkish'],314,4,"[4.0, 4.5, 4.0, 4.0]","['kofte ', 'lamb shank ', 'mixed grill ', 'hummus ', 'sunday roast ', 'chicken wings ', 'pudding ', 'rice ', 'turkish food ', 'sharing platter ', 'food was lovely ', 'great restaurant ', 'birthday meal ', 'recommend this restaurant ', 'portion size ', 'large party ', 'lovely evening ']",67,"['183', '68', '28', '15', '19']"
Ke Sushi,££ - £££,"['Japanese', 'Sushi', 'Asian']",137,4.5,"[4.5, 4.5, 4.5, 3.5]","['sushi ', 'chicken katsu curry ', 'bento box ', 'lunch menu is ', 'a quick bite to eat ', 'small restaurant ', 'wonderful food ', 'love this place ', 'texture ']",87,"['98', '23', '5', '3', '3']"
Rara,££ - £££,"['Indian', 'Asian']",192,4.5,"[4.5, 4.5, 4.5, 4.0]","['curry ', 'butter chicken ', 'naan ', 'papadums ', 'quality indian food ', 'biriani ', 'king prawns ', 'nepalese restaurant ', 'gurkha beer ', 'gurkhali lamb ', 'subtle spices ', 'enjoyable place ', 'an absolute delight ', 'brilliant service ', 'kew gardens ', 'an excellent meal ', 'main course ']",27,"['129', '31', '13', '3', '10']"
Q Bar and Kitchen,££ - £££,"['Mediterranean', 'Vegetarian Friendly', 'Vegan Options']",542,4,"[4.0, 4.0, 4.0, 4.0]","['brunch ', 'fish pot ', 'lamb steak ', 'halloumi ', 'mussels ', 'mash ', 'salad ', 'rice ', 'sea bass ', 'great cocktails ', 'love this restaurant ', 'friends birthday ', 'be visiting again ', 'food was amazing ', 'lovely atmosphere ', 'qbar ', 'dips ']",176,"['281', '151', '48', '30', '32']"
Buenos Aires Argentine Steakhouse - Richmond,££ - £££,"['Steakhouse', 'Argentinian']",922,4,"[4.5, 4.0, 4.0, 4.0]","['steak ', 'gambas ', 'empanadas ', 'chorizo ', 'black pudding ', 'dulce de leche ', 'salad ', 'fries ', 'cheesecake ', 'mash ', 'prawns ', 'chicken ', 'bread ', 'peppercorn sauce ', 'the rib eye ', 'cooked to perfection ', 'wine list ']",290,"['435', '254', '105', '52', '51']"
Yimchai,££ - £££,"['Chinese', 'Asian', 'Vegetarian Friendly']",148,4.5,"[5.0, 4.5, 4.5]","['duck ', 'char siu ', 'rice ', 'soft shell crab ', 'hotpot ', 'sweet and sour pork ', 'mixed seafood ', 'roast meats ', 'vegetable spring rolls ', 'pak choi ', 'singapore noodles ', 'king prawns ', 'ribs ', 'sea bass ', 'fries ', 'chinese food ', 'mo mo ']",68,"['107', '25', '5', '6', '4']"
Bar 163,££ - £££,"['British', 'International']",459,4,"[4.0, 4.0, 4.0, 4.5]","['brunch ', 'club sandwich ', 'goat cheese salad ', 'burger ', 'fries ', 'potatoes ', 'local lad ', 'fountain of knowledge ', 'interesting menu ', 'high street ', 'wine list ', 'light lunch ', 'generous portions ', 'lovely food ', 'garden ']",91,"['219', '143', '41', '28', '20']"
ERIKI Indian Restaurant @ Crowne Plaza Hotel,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",475,4,"[4.5, 4.5, 4.0, 4.5]","['curry ', 'scallops ', 'lamb ', 'bread ', 'free parking ', 'lovely food ', 'food quality ', 'set menu ', 'booked a table ', 'visited this restaurant ', 'heathrow airport ', 'spicy ', 'hotel ', 'nigel ', 'jordan ', 'tastecard ', 'mains ']",140,"['267', '102', '47', '26', '21']"
Toro Gordo,££ - £££,"['Mediterranean', 'European', 'Spanish']",337,4,"[4.5, 4.5, 3.5, 4.0]","['tapas ', 'croquettes ', 'churros ', 'octopus ', 'padron peppers ', 'tortillas ', 'prawns ', 'pollo ', 'duck ', 'bread ', 'ham ', 'salad ', 'spanish restaurant ', 'white rioja ', 'friday night ', 'nice food ', 'booked a table ']",126,"['158', '88', '25', '20', '11']"
Monty's Nepalese Cuisine,££ - £££,"['Asian', 'Indian']",164,4.5,"[4.5, 4.5, 4.5, 4.0]","['curry ', 'aloo ', 'tandoori mixed grill ', 'sheek kebab ', 'poppadoms ', 'butter chicken ', 'lamb chops ', 'king prawns ', 'crab ', 'south ealing ', 'regional menu ', 'dry fry ', 'ealing park tavern ', 'been coming here for years ', 'at reasonable prices ', 'quality and quantity ', 'vegetarian options ']",59,"['110', '29', '11', '4', '5']"
Las Iguanas London - Wembley,££ - £££,"['Mexican', 'Latin']",724,4,"[4.0, 4.0, 4.0, 4.0]","['fajitas ', 'tapas ', 'xinxim ', 'churros ', 'calamari ', 'chilli ', 'burger ', 'salad ', 'buy one get one free ', 'great cocktails ', 'nice food ', 'london designer outlet ', 'latin ', 'concert ', 'event ', 'queue ', 'arena ']",299,"['330', '208', '79', '32', '38']"
Giggling Squid,££ - £££,"['Asian', 'Thai', 'Vegetarian Friendly']",177,4.5,"[4.5, 4.5, 4.0]","['sticky chicken ', 'duck spring rolls ', 'tapas ', 'thai chicken wings ', 'jasmine rice ', 'panang ', 'salt and pepper squid ', 'mixed starter ', 'lamb shank ', 'thai food ', 'fish cakes ', 'soup ', 'sea bass ', 'filet ', 'king prawns ', 'stir fry ', 'recommended dishes ']",71,"['115', '25', '22', '8', '7']"
Avocado & Lemon,££ - £££,"['Cafe', 'European', 'Mediterranean']",63,5,"[5.0, 5.0, 5.0]","['brunch ', 'shakshuka ', 'pancakes ', 'veggie breakfast ', 'surf and turf ', 'beans ', 'cozy atmosphere ', 'well cooked and tasty ', 'fresh food ', 'great menu ', 'great lunch ', 'love this place ', 'fantastic food ', 'paprika ', 'courgette ', 'vegan ', 'dish ']",40,"['52', '7', '1', '2', '0']"
Izgara Restaurant,££ - £££,"['Turkish', 'Mediterranean', 'Middle Eastern']",232,4.5,"[4.5, 4.5, 4.0]","['mixed grill ', 'adana kofte ', 'chocolate souffle ', 'hummus ', 'lamb dish ', 'rice ', 'tuna ', 'starters and mains ', 'turkish delight ', 'hatch end ', 'turkish food ', 'hot and cold meze ', 'thoroughly enjoyed the experience ', 'stylish restaurant ', 'very busy place ', 'edgware branch ', 'tasted delicious ']",163,"['133', '57', '24', '10', '7']"
Big Boys Cafe,£,"['Cafe', 'British', 'Vegetarian Friendly']",89,5,"[4.5, 4.5, 4.5]","['brunch ', 'fantastic breakfast ', 'place is spotless ', 'big fry ', 'free parking ', 'portion size ', 'great place to eat ', 'amazing food ', 'police ', 'team ']",62,"['75', '8', '3', '1', '1']"
Bijou Bar,££ - £££,"['European', 'International']",202,4,"[4.0, 4.5, 3.5, 4.5]","['pomegranate salad ', 'steak and lobster ', 'hotel bar ', 'birthday drinks ', 'lovely place to chill ', 'service charge is ', 'amazing cocktails ', 'a lovely lady called ', 'positive attitude ', 'food menu ', 'lovely decor ', 'personal touch ', 'my colleague ', 'the radisson blu ', 'brilliant service ', ""mother's day "", 'last night ']",32,"['106', '50', '27', '5', '7']"
Ormos Greek and Deli,££ - £££,['Greek'],61,5,"[5.0, 5.0, 5.0]","['brunch ', 'orzo ', 'stuffed peppers ', 'rice pudding ', 'bread ', 'lamb ', 'notting hill ', 'nice food ', 'ingredients ', 'chef ', 'twist ', 'cuisine ', 'starters ', 'chips ']",58,"['45', '1', '0', '0', '0']"
El Molino,££ - £££,"['Mediterranean', 'Spanish', 'Vegetarian Friendly']",183,4.5,"[4.5, 4.5, 4.5, 4.0]","['tapas ', 'padron peppers ', 'chicken croquettes ', 'ham ', 'bread ', 'potatoes ', 'spanish restaurant ', 'tram stop ', 'changed ownership ', 'house red ', 'great wine ', 'food was piping hot ', 'kent house ', 'friendly attentive staff ', 'great atmosphere ', 'by the glass ', 'local gem ']",36,"['116', '34', '16', '9', '6']"
Pure Indian Cooking,££ - £££,"['Asian', 'Indian', 'Vegetarian Friendly']",228,4.5,"[5.0, 4.5, 4.5]","['chaat ', 'lamb ', 'curry ', 'naan ', 'mango ', 'poppadom ', 'scallops ', 'best indian ', 'presented dishes ', 'modern twist ', 'local indian ', 'quality ingredients ', 'take away ', 'definitely recommend this restaurant ', 'fantastic food ', 'visited this restaurant ', 'cooked to perfection ']",51,"['170', '28', '4', '3', '5']"
Rangrez,££ - £££,"['Indian', 'Asian', 'Vegetarian Friendly']",709,4.5,"[4.5, 4.5, 4.0, 4.0]","['dal makhani ', 'crispy corn ', 'curry ', 'lamb rogan josh ', 'onion bhaji ', 'chicken ', 'prawns ', 'bread ', 'indian food ', 'hammersmith station ', 'best indian ', 'pre show ', 'amazing food ', 'small restaurant ', 'booked a table ', 'apollo ', 'starters ']",172,"['480', '92', '41', '25', '37']"
The Darwin,££ - £££,"['Pizza', 'Cafe']",137,4.5,"[4.5, 5.0, 4.0]","['spicy salami pizza ', 'cottage pie ', 'veggie breakfast ', 'hash ', 'cheeseburger ', 'poached eggs ', 'fish and chips ', 'chicken ', 'saying goodbye ', 'great tasting ', 'airport prices ', 'nice atmosphere ', 'tasty food ', 'heathrow terminal ', 'jillian ', 'marta ', 'flight ']",55,"['100', '22', '4', '1', '8']"
Santa Maria,£,"['Italian', 'Pizza']",783,4,"[4.5, 4.0, 4.0, 4.0]","['pizza ', 'tiramisu ', 'buffalo mozzarella ', 'meatballs ', 'salad ', 'the pub ', 'wood fired oven ', 'small restaurant ', 'take away ', 'worth the wait ', 'pizzeria ', 'ealing ', 'dough ', 'neapolitan ', 'toppings ', 'tomato ', 'branch ']",165,"['404', '129', '65', '46', '44']"
B&K Salt Beef Bar,££ - £££,[],182,4.5,"[4.5, 4.5, 4.5, 3.5]","['salt beef sandwich ', 'fish balls ', 'tongue ', 'latkes ', 'soup ', 'kreplach ', 'pudding ', 'sandwiches ', 'veal schnitzel ', 'hash browns ', 'bread ', 'take away ', 'edgware branch ', 'hatch end ', 'piled high ', 'lovely fish ', 'huge portions ']",18,"['110', '53', '13', '3', '3']"
Lebanese Nights,££ - £££,"['Lebanese', 'Mediterranean', 'Middle Eastern']",385,4.5,"[4.5, 4.5, 4.0, 4.5]","['lamb ', 'falafel ', 'salad ', 'mixed grill ', 'bread ', 'belly dancing ', 'set menu ', 'hanging skewer ', 'main course ', 'amazing food ', 'last night ', 'a great evening ', 'huge portions ', 'friends birthday ', 'saturday evening ', 'recommend this restaurant ', 'starters ']",129,"['227', '107', '25', '8', '13']"
Dragon Inn,££ - £££,"['Chinese', 'Asian', 'Vegetarian Friendly']",200,4.5,"[4.5, 5.0, 4.5, 4.5]","['crispy duck ', 'prawn crackers ', 'noodles ', 'king prawns ', 'chinese food ', 'consistently great food ', 'fabulous restaurant ', 'extensive menu ', 'take away ', 'an excellent meal ', 'last friday ', 'high street ', 'lovely atmosphere ', 'eddie ', 'richmond ', 'lemongrass ', 'delivery ']",32,"['148', '32', '5', '5', '6']"
Villa di Geggiano,££££,"['Italian', 'Mediterranean', 'European']",304,4.5,"[4.5, 4.5, 4.0, 4.0]","['pasta ', 'wild boar ', 'tiramisu ', 'antipasti ', 'lamb cutlets ', 'truffle ', 'salmon ', 'roast dinner ', 'pudding ', 'ice cream ', 'chiswick high road ', 'tuscan cuisine ', 'beautiful restaurant ', 'italian food ', 'fantastic evening ', 'outdoor seating ', 'business dinner ']",0,"['185', '55', '24', '16', '8']"
Yaprak Restaurant,££ - £££,"['Middle Eastern', 'Mediterranean', 'Turkish']",322,4.5,"[4.5, 4.5, 4.5]","['flat bread ', 'turkish coffee ', 'family platter ', 'moussaka ', 'rice ', 'mixed fish ', 'salad ', 'cake ', 'turkish restaurant ', 'turkish delight ', 'hot platter ', 'special lunch menu ', 'amazing food ', 'great atmosphere ', 'main course ', 'staff were attentive ', 'fantastic restaurant ']",149,"['201', '63', '20', '17', '20']"
Nepal Authentic Dining,££ - £££,"['Indian', 'Asian']",91,5,"[5.0, 5.0, 4.5, 4.5]","['curry ', 'tandoori mixed grill ', 'butter chicken ', 'sag aloo ', 'chops ', 'nepalese food ', 'boston manor ', 'ealing area ', 'real taste ', 'my taste buds ', 'great ambience ', 'monday night ', 'lovely meal ', 'dining experience ', 'main course ', 'booked a table ', 'amazing food ']",31,"['78', '7', '2', '3', '0']"
Lokkum Bar and Grill,££ - £££,"['Mediterranean', 'European', 'Turkish']",531,4,"[4.0, 4.0, 4.0]","['lamb tacos ', 'mixed grill ', 'halloumi ', 'sea bass ', 'bread ', 'our waiter ', 'dallas steak ', 'birthday dinner ', 'food was amazing ', 'beautiful restaurant ', 'amazing night ', 'turkish food ', 'turkish restaurants in the area ', 'couldn t ', 'lovely decor ', 'excellent customer service ', 'cannot fault ']",294,"['339', '65', '58', '28', '41']"
Wildwood,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",226,4,"[4.0, 4.5, 4.0, 4.5]","['pizza ', 'hoisin duck ', 'baked brie ', 'wild boar ', 'seafood risotto ', 'tiger prawns ', 'cheeseburger ', 'superfood salad ', 'two courses ', 'great decor ', 'staff were attentive ', 'nice lunch ', 'family lunch ', 'birthday meal ', 'wonderful food ', 'quality of food ', 'recommend this restaurant ']",74,"['120', '52', '39', '11', '2']"
Saigon Saigon,££ - £££,"['Asian', 'Vietnamese', 'Vegetarian Friendly']",488,4.5,"[4.5, 4.0, 4.0, 4.0]","['pho ', 'soft shell crab ', 'vietnamese spring rolls ', 'sizzling beef ', 'prawns ', 'papaya salad ', 'frog legs ', 'quail ', 'pancakes ', 'fries ', 'vietnamese restaurant ', 'clay pot ', 'great vietnamese food ', 'the real deal ', 'menu is extensive ', 'saturday night ', 'booked a table ']",98,"['240', '140', '29', '19', '17']"
Sweet Lemon,££ - £££,"['Indian', 'Asian']",189,4.5,"[4.5, 4.5, 4.5, 4.0]","['curry ', 'biriani ', 'mushroom rice ', 'sag aloo ', 'mixed grill ', 'lamb ', 'best indian ', 'very friendly service ', 'always great food ', 'indian food ', 'served hot ', 'local indian ', 'take away ', 'excellent restaurant ', 'recommend this restaurant ', 'lovely evening ', 'family meal ']",21,"['147', '23', '5', '7', '6']"
The Golden Fish Bar,£,"['Seafood', 'Fast food', 'British']",172,4.5,"[4.5, 5.0, 4.5, 4.5]","['fish and chips ', 'saveloy ', 'homemade pies ', 'bread ', 'chip shop ', 'great fish ', 'friday night ', 'recommend highly ', 'big portions ', 'fantastic food ', 'chippy ', 'shops ', 'queue ', 'takeaway ', 'skate ', 'willy ', 'miles ']",6,"['136', '17', '7', '5', '5']"
The Willow,££ - £££,"['European', 'Healthy']",189,4.5,"[4.5, 5.0, 4.5]","['falafel burger ', 'sweet potato chips ', 'cheesecake ', 'brussel sprouts ', 'lamb rump ', 'pate ', 'octopus ', 'prawns ', 'gluten free beer ', 'local charities ', 'fund raiser ', 'delicious food ', 'menu caters ', 'real food ', 'special dietary requirements ', 'peanut sauce ', 'quality ingredients ']",66,"['130', '31', '14', '8', '6']"
Kelsey House Bar & Kitchen,££ - £££,"['European', 'British']",264,4.5,"[4.5, 4.5, 4.0]","['brunch ', 'burger ', 'pancakes ', 'macaroni cheese ', 'fries ', 'amazing cocktails ', 'great atmosphere ', 'monday night ', 'friends birthday ', 'staff were attentive ', 'booked a table ', 'portion sizes ', 'high street ', 'dom ', 'buggies ', 'babies ', 'prosecco ']",114,"['148', '72', '19', '17', '8']"
The Real Greek - Windsor,££ - £££,"['Mediterranean', 'Greek', 'Vegetarian Friendly']",1002,4,"[4.0, 4.5, 4.0, 4.0]","['octopus ', 'greek meze ', 'flatbread ', 'dolmades ', 'flat bread ', 'lamb cutlets ', 'prawns ', 'cake ', 'fries ', 'set menu ', 'lovely food ', 'lunch menu ', 'the river ', 'marianna ', 'dishes ', 'dips ', 'vegan ']",218,"['557', '240', '87', '38', '57']"
Shish Restaurant,££ - £££,"['Mediterranean', 'European', 'Turkish']",175,4.5,"[4.5, 4.5, 4.5, 4.5]","['salad ', 'bread ', 'lamb ', 'baklava ', 'kebab ', 'cake ', 'bring your own wine ', 'small restaurant ', 'lovely little restaurant ', 'staff friendly and accommodating ', 'authentic turkish food ', 'great dinner ', 'relaxed atmosphere ', 'lunchtime menu ', 'great place to eat ', 'family meal ', 'generous portions ']",29,"['120', '29', '10', '6', '6']"
Stein's,££ - £££,"['German', 'European']",464,4,"[4.0, 4.0, 4.0, 4.0]","['sauerkraut ', 'currywurst ', 'potato salad ', 'pork shoulder ', 'pretzels ', 'mash ', 'dumplings ', 'pancakes ', 'pudding ', 'german food ', 'the river ', 'dark beer ', 'red cabbage ', 'bench seating ', 'great beer ', 'portions are generous ', 'beer garden ']",107,"['211', '147', '57', '24', '15']"
Sushi Wakyo,££ - £££,"['Japanese', 'Seafood', 'Sushi']",204,4.5,"[5.0, 4.5, 4.5]","['sushi ', 'bento box ', 'cod ', 'volcano roll ', 'sashimi platter ', 'chicken yakitori ', 'snow crab ', 'coffee ribs ', 'truffle ', 'beef ', 'rice ', 'the dragon ', 'this place is a hidden gem ', 'love japanese food ', 'friday night dinner ', 'amazing food ', 'bridge street ']",114,"['154', '25', '6', '3', '8']"
Harpers,££ - £££,"['British', 'Vegetarian Friendly']",378,4.5,"[4.5, 4.5, 4.0, 4.5]","['lobster ', 'burger ', 'ribs ', 'mac cheese ', 'sunday roast ', 'fries ', 'beef ', 'pudding ', 'king prawns ', 'halloumi ', 'filet ', 'the set lunch menu ', 'steak night ', 'nice restaurant ', 'family get together ', 'wine list ', 'eton mess ']",121,"['242', '59', '38', '23', '16']"
Casereccio,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",222,4.5,"[4.5, 4.5, 4.5, 4.5]","['pasta ', 'wild boar ravioli ', 'tiramisu ', 'bread ', 'acton town ', 'authentic italian food ', 'fabulous pizza ', 'the owner chef ', 'light lunch ', 'great wine ', 'house wine ', 'friday evening ', 'relaxed atmosphere ', 'food quality ', 'bellissimo ', 'gunnersbury ', 'homemade ']",48,"['154', '22', '6', '1', '9']"
La Salle,££ - £££,"['Vegetarian Friendly', 'Vegan Options']",389,4,"[4.0, 4.0, 3.5, 3.5]","['burger ', 'eggs benedict ', 'duck ', 'bloody mary ', 'delayed flight ', 'airport terminal ', 'airport food ', 'between flights ', 'quick service ', 'nice food ', 'amit ', 'clinton ', 'aga ', 'camembert ', 'gate ', 'departure ', 'lhr ']",109,"['207', '91', '31', '14', '30']"
The Bells,££ - £££,['British'],271,4.5,"[4.5, 4.5, 4.5, 4.0]","['sunday roast ', 'crab ', 'ham ', 'fish and chips ', 'potatoes ', 'cheesecake ', 'sandwich ', 'pork ', 'steak ', 'the pub ', 'christmas meal ', 'an excellent meal ', 'great beer ', 'friendly atmosphere ', 'saturday night ', 'ray ', 'beers ']",77,"['162', '72', '20', '8', '5']"
The Pheasant Inn,££ - £££,['British'],152,4.5,"[4.5, 4.5, 4.5]","['steak and ale pie ', 'sausage and mash ', 'cod ', 'custard ', 'roast dinner ', 'jacket potato ', 'seafood ', 'sea bass ', 'cake ', 'lamb ', 'pudding ', 'salad ', 'the pub ', 'pheasant inn ', 'large portions ', 'small jug of gravy ', 'bath road ']",74,"['91', '42', '8', '3', '4']"
Arthur's Pizza,££ - £££,"['Italian', 'Pizza', 'Vegetarian Friendly']",139,4.5,"[4.5, 4.5, 4.5]","['brunch ', 'pizza ', 'anti pasti ', 'mac cheese ', 'burrata ', 'tiramisu ', 'pudding ', 'overlooking the green ', 'italian chef ', 'aperol spritz ', 'twickenham green ', 'nice relaxed atmosphere ', 'lovely coffee ', 'meat eaters ', 'friendly team ', 'great little place ', 'local gem ']",36,"['110', '15', '7', '5', '2']"
Koz Restaurant Beckenham,££ - £££,"['Mediterranean', 'European', 'Turkish']",298,4.5,"[4.5, 4.5, 4.5]","['turkish pizza ', 'pide ', 'bread ', 'lamb casserole ', 'rice ', 'mixed grill ', 'salad ', 'pitta ', 'calamari ', 'sea bass ', 'king prawns ', 'mediterranean food ', 'portion sizes are ', 'last night ', 'set menu ', 'quick lunch ', 'visited this restaurant ']",66,"['179', '70', '25', '9', '13']"
Indian Express. West Kensington,££ - £££,"['Indian', 'Asian']",1090,4.5,"[4.5, 4.5, 4.5, 4.0]","['curry ', 'lamb ', 'naan ', 'rice ', 'prawns ', 'best indian ', 'bring your own alcohol ', 'small restaurant ', 'great indian food ', 'local indian ', 'byob ', 'sainsburys ', 'tawa ', 'olympia ', 'takeaway ']",142,"['715', '103', '31', '14', '9']"
Yaalu Yaalu Green Lanes,££ - £££,"['Asian', 'Vegetarian Friendly']",55,5,"[4.5, 4.5, 4.5]","['brunch ', 'curry ', 'string hoppers ', 'lotus root ', 'sea bass ', 'tuna ', 'paneer ', 'prawns ', 'yellow rice ', 'wild boar ', 'sri lankan food ', 'look forward ', 'banana leaf ', 'welcome addition ', 'amazing food ', 'value for money ', 'a couple of times ']",30,"['45', '9', '1', '0', '0']"
Patri,££ - £££,"['Indian', 'Asian', 'Street Food']",217,4.5,"[4.5, 4.5, 4.0]","['chaat ', 'butter chicken ', 'curries ', 'poppadoms ', 'kebab ', 'potatoes ', 'indian street food ', 'small place ', 'vegetarian options ', 'place to eat ', 'small plates ', 'friday night ', 'hammersmith ', 'mains ', 'takeaway ', 'branch ']",206,"['147', '34', '13', '11', '6']"
Nonna Rosa,££ - £££,"['Italian', 'Pizza', 'Mediterranean']",663,4,"[4.0, 4.5, 4.0, 4.0]","['seafood linguine ', 'sardines ', 'pizza ', 'tiramisu ', 'dough balls ', 'king prawns ', 'pate ', 'sea bass ', 'potatoes ', 'salad ', 'italian food ', 'fantastic restaurant ', 'cooked perfectly ', 'high street ', 'lovely evening ', 'food was amazing ', 'saturday night ']",158,"['363', '160', '63', '36', '30']"
Steven Edwards at Bingham Riverhouse,££££,"['European', 'British', 'Vegetarian Friendly']",910,4.5,"[4.5, 4.5, 4.0, 4.5]","['tasting menu ', 'sandwiches ', 'risotto ', 'bread ', 'lamb ', 'pudding ', 'potatoes ', 'market menu ', 'the river ', 'special occasion ', 'service was impeccable ', 'fine dining ', 'set lunch ', 'set menu ', 'three courses ', 'waiting staff ', 'per head ']",263,"['586', '153', '73', '51', '29']"
Thai Bonanza,££ - £££,"['Asian', 'Thai', 'Vegetarian Friendly']",148,4.5,"[4.5, 4.5, 4.5, 4.0]","['red curry ', 'noodle dish ', 'beef ', 'mixed starter ', 'prawns ', 'spring rolls ', 'curries ', 'small restaurant ', 'thai wine ', 'local area ', 'saturday night ', 'take away ', 'tasty food ', 'spicy ', 'takeaway ', 'lemongrass ', 'delivery ']",49,"['111', '22', '7', '2', '3']"
Afternoon Tea at Great Fosters,££££,"['British', 'Vegetarian Friendly', 'Vegan Options']",745,4.5,"[4.5, 4.5, 4.5, 4.5]","['scones ', 'victoria sponge ', 'finger sandwiches ', 'cream and jam ', 'cake ', 'bread ', 'great fosters ', 'birthday treat ', 'lovely sandwiches ', 'the ritz ', 'beautiful setting ', 'lovely walk ', 'enjoyable afternoon ', 'lovely experience ', 'special occasion ', 'dietary requirements ', 'nothing is too much trouble ']",311,"['534', '119', '46', '26', '13']"
The Retreat Kitchen,££ - £££,"['Cafe', 'British', 'Healthy']",102,5,"[5.0, 5.0, 5.0]","['brunch ', 'vegan cakes ', 'sausage sandwich ', 'polenta ', 'carrot cake ', 'plant based ', 'vegan restaurant ', 'great vegan ', 'portion size ', 'delicious food ', 'richmond park ', 'take away ', 'friendly service ', 'nice atmosphere ', 'the river ', 'oat ', 'smoothies ']",58,"['91', '9', '1', '1', '0']"
The Estate Grill at Great Fosters,££££,"['European', 'British', 'Vegetarian Friendly']",722,4.5,"[4.5, 4.5, 4.0, 4.5]","['steak tartare ', 'oysters ', 'soup ', 'pudding ', 'potatoes ', 'great fosters ', 'great ambience ', 'special occasion ', 'hunting lodge ', 'wine list ', 'sunday lunch ', 'beautiful surroundings ', 'set menu ', 'lovely evening ', 'tudor room ', 'sommelier ', 'courses ']",215,"['473', '131', '73', '26', '6']"
Sophie's Choice Restaurant,££ - £££,"['European', 'British', 'Vegetarian Friendly']",368,4.5,"[4.5, 4.5, 4.5, 4.0]","['meringue ', 'trout ', 'three course meal ', 'potatoes ', 'duck ', 'pastry ', 'pate ', 'prawn cocktail ', 'pudding ', 'prawns ', 'bread ', 'sunday roast ', 'steak ', 'stair lift ', 'party menu ', 'function room upstairs ', 'christmas day ']",42,"['238', '65', '34', '18', '13']"
The Oak,££ - £££,['British'],133,4.5,"[4.5, 5.0, 4.5]","['sunday roast ', 'crispy potatoes ', 'burger ', 'beef ', 'halloumi ', 'sea bass ', 'salad ', 'thai night ', 'bottomless brunch ', 'great pub ', 'spend a sunday afternoon ', 'beer garden ', 'great roast ', 'family pub ', 'cooked to perfection ', 'home made ', 'table service ']",26,"['101', '19', '7', '5', '1']"
A la Russe,££ - £££,"['French', 'International', 'European']",724,4.5,"[4.5, 4.5, 4.5, 4.0]","['dover sole ', 'snails ', 'steak ', 'chilli ', 'three course meal ', 'creme brûlée ', 'crab ', 'duck ', 'sea bass ', 'salad ', 'french cuisine ', 'set menu ', 'wine list ', 'fantastic meal ', 'lunch menu ', 'cooked perfectly ', 'saturday night ']",140,"['468', '166', '38', '17', '9']"
Bagattis,££ - £££,"['Italian', 'Vegetarian Friendly', 'Vegan Options']",617,4.5,"[4.5, 4.5, 4.0, 4.0]","['pasta ', 'lamb shank ', 'tiramisu ', 'mixed starter ', 'sea bass ', 'prawns ', 'italian food ', 'south croydon ', 'lovely evening ', 'set menu ', 'great restaurant ', 'lovely atmosphere ', 'birthday meal ', 'mains ', 'broccoli ', 'regulars ']",123,"['364', '156', '52', '20', '15']"
